p,avg_Log2FC,pct.1,pct.2,p_adj,cluster_my,symbol,group
2.20365366646013e-4,-0.23775765688309924,0.082,0.109,1,0,LDLR,all
2.218760826790616e-4,-0.6075756233773628,0.008,0.019,1,0,GSTZ1,all
2.22924002907003e-4,-0.1431809270038844,0.048,0.07,1,0,DEF8,all
2.2369301751962634e-4,-0.15276250168504868,0.033,0.051,1,0,POLR3K,all
2.2403776940596088e-4,-1.0617243679292354,0.005,0.014,1,0,C16orf86,all
2.2480035296448199e-4,-0.9959825749334081,0.004,0.012,1,0,KIF16B,all
2.266697804583641e-4,-1.6797190202295322,0.003,0.01,1,0,NFE2L3,all
2.267788780631744e-4,-0.9396306915188424,0.004,0.012,1,0,EPS8,all
2.2772775097574591e-4,-0.10664057328754706,0.095,0.124,1,0,SLC25A36,all
2.2832101159219083e-4,-0.4577397535206562,0.028,0.045,1,0,RALGAPA2,all
2.2895263058545472e-4,-0.0931519888117116,0.076,0.103,1,0,PAAF1,all
2.2971686722716487e-4,-0.3522136144683907,0.028,0.045,1,0,RP11-65I12.1,all
2.304604880237493e-4,0.6063045020234892,0.114,0.093,1,0,CDK17,all
2.3124595440645332e-4,-0.886147262958505,0.009,0.02,1,0,C3AR1,all
2.3145290713792147e-4,-3.1629120577160386,0.001,0.007,1,0,LACC1,all
2.3169603449385576e-4,-1.9828616764821527,0.002,0.008,1,0,CRACR2B,all
2.319806148805763e-4,-0.20544562406274292,0.053,0.076,1,0,PIKFYVE,all
2.3217049455431573e-4,-1.4210887742051348,0.002,0.008,1,0,AC016549.1,all
2.3226802492904146e-4,-2.518387276054918,0.001,0.007,1,0,RORC,all
2.3294691922614997e-4,-3.398837385040216,0,0.006,1,0,KLF5,all
2.3325625976440082e-4,-3.2811247159287795,0,0.006,1,0,SLC38A11,all
2.3366931286765912e-4,-2.691200385311447,0,0.006,1,0,RP11-44N11.2,all
2.3377268333790708e-4,-2.808182673223791,0,0.006,1,0,CR2,all
2.3429852436949964e-4,0.8651511567799592,0.043,0.029,1,0,NAP1L5,all
2.343969402738531e-4,-0.1676630106033543,0.072,0.097,1,0,GCHFR,all
2.3489580714714106e-4,-0.3418383371945164,0.044,0.064,1,0,THAP5,all
2.3529467594717994e-4,-0.03811418062676841,0.06,0.085,1,0,PQLC1,all
2.3585011166095084e-4,-0.7193370591851576,0.014,0.027,1,0,TSGA10,all
2.358987725602684e-4,-0.07543701860366636,0.111,0.144,1,0,SENP6,all
2.3615622189507128e-4,-0.42587521228516545,0.014,0.027,1,0,TK2,all
2.362851159479932e-4,0.08309092270033314,0.303,0.268,1,0,GIMAP7,all
2.3671223905005902e-4,-0.18960898598878684,0.073,0.099,1,0,UBE2H,all
2.380162574014615e-4,-0.37370475180561336,0.033,0.051,1,0,GTF2IRD2B,all
2.3868247740035253e-4,-0.09536570635120523,0.148,0.186,1,0,TAGAP,all
2.3886255966501762e-4,-0.06606829744165821,0.117,0.15,1,0,DENR,all
2.3925866351608895e-4,-0.432783869073901,0.038,0.057,1,0,TTC9C,all
2.395302037167456e-4,-0.4998065570318606,0.021,0.036,1,0,MPZL3,all
2.3980260436796377e-4,2.31594801755797,0.007,0.002,1,0,ME3,all
2.4036273488223464e-4,-0.3438251238054115,0.027,0.044,1,0,DTWD1,all
2.4057300327463455e-4,-0.8479276451769548,0.006,0.015,1,0,EIF3CL,all
2.412857385008075e-4,-0.568520376725913,0.016,0.029,1,0,LETM2,all
2.4234861915721614e-4,-0.07410321013664291,0.252,0.305,1,0,CYLD,all
2.4308372389537637e-4,-0.06290466590309196,0.185,0.23,1,0,M6PR,all
2.4346011225157607e-4,0.5406818821188757,0.103,0.082,1,0,ANKRD36C,all
2.4366634590903866e-4,-0.04130539104357467,0.15,0.189,1,0,UBA2,all
2.444386297438001e-4,-0.02234431937666259,0.127,0.164,1,0,PSMB4,all
2.449638669529129e-4,-0.04309329538255102,0.157,0.198,1,0,TANK,all
2.4527335752398796e-4,2.9993680601109505,0.003,0,1,0,RP11-297C4.1,all
2.453219236271812e-4,-0.5737170173177564,0.015,0.028,1,0,PDP2,all
2.45433671594188e-4,-0.014925834537771854,0.07,0.097,1,0,EPSTI1,all
2.4741964039212607e-4,-0.5030385951188956,0.026,0.042,1,0,GRWD1,all
2.484462020484271e-4,-0.575891559543567,0.016,0.03,1,0,PLEKHB1,all
2.502291762793308e-4,-0.17319728630477194,0.058,0.081,1,0,SNX14,all
2.506909877004399e-4,-0.3176619128476972,0.046,0.067,1,0,CEP68,all
2.513675749335413e-4,-4.923304409962285,0,0.005,1,0,SH3RF1,all
2.513675749335413e-4,-4.61854109246657,0,0.005,1,0,CD1E,all
2.513675749335413e-4,-5.383713188722532,0,0.005,1,0,ZNF165,all
2.5199368710351384e-4,-0.004257225928979591,0.254,0.313,1,0,MRPS21,all
2.544312800800003e-4,-2.2729923323099426,0.001,0.008,1,0,OPRL1,all
2.544631370323841e-4,-1.4138204000004189,0.005,0.014,1,0,RP11-752G15.8,all
2.5493487862808615e-4,-1.1872769600571385,0.004,0.012,1,0,NBPF10,all
2.562042164233472e-4,-0.15094314265233688,0.051,0.073,1,0,CCDC53,all
2.5771817163958296e-4,-0.5356486951595594,0.011,0.023,1,0,IL11RA,all
2.582677542335775e-4,-0.3229165801931453,0.031,0.048,1,0,TXNRD1,all
2.5900440355936015e-4,0.9485601064023386,0.036,0.023,1,0,TP53I11,all
2.5936293633602804e-4,-0.28193339529945627,0.043,0.063,1,0,PIGBOS1,all
2.599921929825133e-4,-0.016957541280316124,0.302,0.368,1,0,SSU72,all
2.6038718468001737e-4,-0.15636395540773407,0.033,0.051,1,0,GALK1,all
2.607544803503264e-4,-0.7641994519974382,0.004,0.012,1,0,CENPW,all
2.6191674162059594e-4,-1.1170324909576559,0.005,0.014,1,0,ACSM3,all
2.620891178635427e-4,-1.6253030918951534,0.003,0.01,1,0,UACA,all
2.639352814878255e-4,-0.9082490634092082,0.009,0.019,1,0,COX10,all
2.646468701900454e-4,-0.29105255269193675,0.033,0.05,1,0,ZNF586,all
2.6475820014461407e-4,-0.1658077675488987,0.065,0.09,1,0,CTA-212A2.3,all
2.6496396800920356e-4,-0.09907575504154487,0.057,0.08,1,0,DCTN4,all
2.6512840884646233e-4,-0.34097548043285997,0.055,0.077,1,0,TCP11L2,all
2.657862213793484e-4,-0.5926966982419297,0.019,0.033,1,0,THAP2,all
2.670829153335401e-4,-0.23649699914320488,0.036,0.055,1,0,CALU,all
2.6729293528971636e-4,-2.202164237744973,0.002,0.008,1,0,C10orf35,all
2.6760600203589845e-4,-0.04721529337766217,0.046,0.068,1,0,MRPL37,all
2.6859244754089476e-4,-0.0429814958193353,0.079,0.106,1,0,ZFR,all
2.6868482790426743e-4,-1.8169093786440786,0.002,0.008,1,0,ZCCHC24,all
2.6915104684444046e-4,0.6331546557889353,0.126,0.105,1,0,PRKACB,all
2.709497630357144e-4,-2.6217894731011215,0.001,0.007,1,0,NLRC4,all
2.713536708873104e-4,-0.6439109209334779,0.019,0.033,1,0,ANGPT2,all
2.7211476842294854e-4,-0.9289214016291574,0.007,0.017,1,0,GPRC5C,all
2.726421935250887e-4,-3.0407279384133092,0,0.006,1,0,LINC00494,all
2.72702465269911e-4,-3.049232169781374,0,0.006,1,0,ACVR1C,all
2.7291856446872776e-4,-1.3061659306228082,0.003,0.011,1,0,THAP9,all
2.7426787370530577e-4,0.4815162910035757,0.193,0.173,1,0,IDH3B,all
2.75904539764941e-4,-0.03662558078197509,0.108,0.14,1,0,CALCOCO2,all
2.763394210467042e-4,-0.1488438386866987,0.12,0.153,1,0,FAM215B,all
2.7658897487512716e-4,-0.28757826245788953,0.03,0.047,1,0,RP11-1114A5.4,all
2.772595514542647e-4,-0.10598993900782305,0.137,0.173,1,0,FBXL5,all
2.786323801218215e-4,0.46322051759350896,0.217,0.196,1,0,VIMP,all
2.790847836338199e-4,-0.4423156097606804,0.038,0.057,1,0,SCLT1,all
2.804157801244333e-4,-0.5195549453226675,0.021,0.036,1,0,RP5-1096D14.6,all
2.8129412273053675e-4,-0.2531215824529438,0.028,0.044,1,0,CDK16,all
2.8353223048300716e-4,-0.20492038934186807,0.094,0.122,1,0,PRKD3,all
2.849300210970567e-4,-0.15581626587681674,0.031,0.049,1,0,MIOS,all
0.00028682264435545745,-0.42506313997732903,0.008,0.018,1,0,MPV17L2,all
2.873046781359613e-4,0.5875824563073224,0.147,0.126,1,0,RPS6KA1,all
2.8736720912434335e-4,-1.3931198169394081,0.004,0.012,1,0,CYTH3,all
2.8906087788662017e-4,-0.252929772327098,0.065,0.089,1,0,LPAR6,all
2.907222670588807e-4,-0.5006244423306772,0.017,0.03,1,0,DUS2,all
2.9162314010138565e-4,-1.01437360749438,0.004,0.012,1,0,RP1-39G22.7,all
2.9244755615664893e-4,0.6573728554819984,0.075,0.057,1,0,CRNKL1,all
2.9283295063547375e-4,-0.174336238247228,0.078,0.104,1,0,PUM1,all
2.9381459995349855e-4,-4.737823032062546,0,0.005,1,0,SNAI1,all
2.9381459995349855e-4,-5.149043960955002,0,0.005,1,0,LRP3,all
2.9410551372599644e-4,-0.07953130174071399,0.546,0.621,1,0,HNRNPK,all
2.9491566407600684e-4,-0.045024355305840036,0.061,0.084,1,0,UTP23,all
2.95528802797593e-4,-2.6708023912334644,0.001,0.007,1,0,E2F2,all
3.011805866492469e-4,-0.35988540112708955,0.043,0.062,1,0,REXO4,all
3.0137581046710136e-4,-0.189379481637016,0.075,0.1,1,0,ZFP14,all
3.015578923928964e-4,0.49570173165488274,0.179,0.158,1,0,SNRPA,all
3.0206019052476626e-4,-0.09850734041092446,0.055,0.078,1,0,DESI1,all
3.0297786481058383e-4,-0.3740326046272968,0.023,0.038,1,0,CASP8AP2,all
3.0336854585825783e-4,-0.09748428425964639,0.091,0.12,1,0,NARS,all
3.0475873704792597e-4,-0.03107105210910288,0.086,0.114,1,0,SIN3A,all
3.048478955170076e-4,-0.13146902123107562,0.086,0.114,1,0,ZNFX1,all
3.061007449256893e-4,-0.16751789681133444,0.068,0.093,1,0,WDR13,all
3.072287864853666e-4,-0.06923904189709895,0.074,0.1,1,0,FBXW7,all
3.073185534740447e-4,-0.2367886911928705,0.062,0.085,1,0,EXOC1,all
3.075127606920182e-4,0.7146373272483304,0.066,0.049,1,0,GXYLT1,all
3.081181902960728e-4,-2.268202530327107,0.002,0.008,1,0,PTPRK,all
3.092158461084573e-4,-0.65900911937059,0.009,0.019,1,0,POLD3,all
3.102931500092748e-4,-0.5402900313204411,0.009,0.019,1,0,TIMELESS,all
3.105511707527049e-4,-0.2096794445906438,0.036,0.055,1,0,RMDN1,all
3.106586603366851e-4,-0.3501950533121425,0.031,0.048,1,0,FCHO1,all
3.1163956123354597e-4,-0.049048280749406814,0.055,0.078,1,0,TOLLIP,all
3.1207631816167853e-4,-1.6011618722113061,0.002,0.008,1,0,AC010226.4,all
3.1261339405194e-4,0.5898739526821657,0.138,0.117,1,0,CCSER2,all
3.149825552867089e-4,-0.1887558747049667,0.076,0.101,1,0,ZNF562,all
3.1511286734811807e-4,-0.3751391701072899,0.016,0.029,1,0,RRNAD1,all
3.1550011258921613e-4,-0.6764217882363743,0.006,0.016,1,0,CIPC,all
3.1696272300338243e-4,-3.61892153655581,0,0.006,1,0,MFSD2A,all
3.170327754982843e-4,-3.4724786444844753,0,0.006,1,0,MYO7B,all
3.1723129472958244e-4,-9.208472354056418e-4,0.124,0.159,1,0,HAX1,all
3.175235539850383e-4,-3.376629264670134,0,0.006,1,0,ST6GALNAC3,all
3.180853137809912e-4,-2.9613335251582074,0,0.006,1,0,MPZL2,all
3.181473327900155e-4,3.458663459588121,0.003,0,1,0,TRAJ49,all
3.201113037983296e-4,-0.40421868319903353,0.023,0.038,1,0,ELF4,all
3.202276302665524e-4,-0.7082154879974758,0.011,0.022,1,0,LINC00467,all
3.22990834539269e-4,0.7868986659039297,0.047,0.032,1,0,MAN1A1,all
3.2536826006131193e-4,-1.2663955137039515,0.005,0.014,1,0,NUDCD1,all
3.253711525034102e-4,-0.0589545747952786,0.165,0.205,1,0,UPF2,all
3.257473031091627e-4,-0.1584975642702977,0.069,0.093,1,0,NUDT1,all
3.262564027468704e-4,-2.2553286087604976,0.009,0.019,1,0,GNG11,all
3.26927990838835e-4,-0.29003786605942006,0.029,0.045,1,0,DTX3L,all
3.2757680164252146e-4,0.7941088121351174,0.056,0.04,1,0,ASB6,all
3.284395842273184e-4,-0.06941929447276973,0.32,0.384,1,0,MBNL1,all
3.28726054948707e-4,0.4367815474110604,0.21,0.188,1,0,UPF3A,all
3.300077602625146e-4,-0.5442926075166548,0.015,0.028,1,0,NUDT15,all
3.301637188801219e-4,-0.14116711611685595,0.105,0.136,1,0,DDX27,all
3.305075656034041e-4,-0.07810851731165869,0.345,0.41,1,0,VAPA,all
3.3158740582732725e-4,-0.3913044979286022,0.041,0.06,1,0,TRAPPC2P1,all
3.316485278914841e-4,-0.19348722353590775,0.025,0.041,1,0,ARNT,all
3.322897214773181e-4,-0.8355302725533416,0.011,0.022,1,0,PHLDA1,all
3.3235706506756736e-4,2.1186284355823757,0.004,0.001,1,0,SGCD,all
3.327968290534752e-4,-0.5893934116117903,0.009,0.02,1,0,ZNF518B,all
3.3422585786324903e-4,-0.24124972557192703,0.093,0.121,1,0,PLEC,all
3.358330705215383e-4,-0.4700823903004827,0.021,0.035,1,0,GANC,all
3.36464340366425e-4,0.4880564771822771,0.207,0.187,1,0,MMP24-AS1,all
3.369597680945734e-4,-0.5781418824498021,0.02,0.034,1,0,TRMO,all
3.369912459492753e-4,-1.0748844115362726,0.005,0.014,1,0,PLD2,all
3.377370231966893e-4,2.233345166388859,0.006,0.002,1,0,MANEAL,all
3.384981370082976e-4,-0.48675956384995533,0.015,0.028,1,0,RHOBTB3,all
3.3869937336760087e-4,-0.544604814592049,0.026,0.041,1,0,UBE2O,all
3.392881136308238e-4,-0.4249993660601148,0.025,0.04,1,0,TKFC,all
3.39449871550206e-4,0.3482162958584911,0.387,0.376,1,0,ERH,all
3.394667466774078e-4,-0.07672359427912179,0.074,0.1,1,0,KATNBL1,all
3.3955894560503547e-4,0.3472125001372373,0.299,0.281,1,0,IL10RA,all
3.432576614090211e-4,-0.2122259858429958,0.036,0.054,1,0,SEC23B,all
3.4348831029822134e-4,-5.120593054380186,0,0.005,1,0,RP11-977B10.2,all
3.4348831029822134e-4,-5.16417254299937,0,0.005,1,0,NEBL,all
3.4348831029822134e-4,-6.451276680590151,0,0.005,1,0,CCL2,all
3.437229574779171e-4,-0.15749567638056217,0.028,0.044,1,0,KLHL2,all
3.439010897647661e-4,-0.41837824212496244,0.023,0.038,1,0,AP1S3,all
3.442285565170581e-4,0.6503942347522997,0.108,0.089,1,0,EXOSC9,all
3.4426092414640506e-4,-0.32228383576360864,0.051,0.071,1,0,COQ5,all
3.4468742563041523e-4,-0.5342099866282339,0.009,0.019,1,0,USP6,all
3.449256354172779e-4,-0.06021653595429877,0.055,0.078,1,0,RFWD2,all
3.4510052412506896e-4,-1.6723005436091114,0.003,0.01,1,0,SHISA2,all
3.4607920395314024e-4,-1.0003249766657571,0.007,0.017,1,0,NXN,all
3.460882666746174e-4,-0.12622558221049673,0.092,0.121,1,0,LAP3,all
3.464482333763825e-4,-0.48026050136769083,0.011,0.022,1,0,DUSP16,all
3.4747961618322503e-4,-1.4852615148781787,0.003,0.01,1,0,NBPF26,all
3.4776928227704966e-4,-0.07277114659230821,0.075,0.101,1,0,BRI3BP,all
3.497502185516398e-4,-0.05106192846960944,0.108,0.139,1,0,PTPN1,all
3.507964499985077e-4,-0.056751873602746195,0.27,0.327,1,0,HNRNPD,all
3.510390223345705e-4,-0.0981613807763333,0.103,0.133,1,0,ZBTB25,all
3.519065890559001e-4,0.7660634166442897,0.028,0.017,1,0,NCR1,all
3.521875186307496e-4,-0.20502481595554012,0.086,0.113,1,0,TRIM13,all
3.5318695595022796e-4,-0.07678304020962368,0.062,0.085,1,0,C5orf45,all
3.546288863395891e-4,-0.14726060619905934,0.103,0.133,1,0,NUP160,all
3.559815791311669e-4,-0.23179439578364014,0.061,0.084,1,0,PCMTD2,all
3.571374664146489e-4,-0.15544480934168892,0.074,0.1,1,0,TTPAL,all
3.5724714244931774e-4,-1.8043991338505467,0.002,0.009,1,0,CCDC122,all
3.5726913259480814e-4,-2.3450940609059563,0.002,0.008,1,0,MEGF6,all
3.574523610019709e-4,-0.7205011414706126,0.011,0.022,1,0,CPEB2,all
3.5745733301949066e-4,-0.5807293053853502,0.014,0.027,1,0,RP5-1085F17.3,all
3.5887873388769793e-4,-0.3004675717780114,0.05,0.071,1,0,CHMP6,all
3.598597465854558e-4,-1.0485325033435275,0.002,0.009,1,0,E2F1,all
3.608677887362489e-4,0.7589745514773563,0.068,0.051,1,0,LINC00672,all
3.6149402293263514e-4,-0.9288145910244272,0.009,0.019,1,0,AIPL1,all
3.618883490418291e-4,-1.9037215434670935,0.002,0.009,1,0,AC073657.1,all
3.6354986710443655e-4,0.4072520666022158,0.244,0.225,1,0,COPS6,all
3.6409569536319003e-4,-3.093365510014416,0.001,0.007,1,0,USP44,all
3.661241065195199e-4,-1.5180241345160077,0.002,0.009,1,0,ATP6V1G2,all
3.6730094840957037e-4,-0.04700680509376731,0.198,0.245,1,0,CELF1,all
3.680349460468699e-4,-0.08839098084200114,0.566,0.639,1,0,PNRC1,all
3.695558457499004e-4,-0.18683309156693093,0.18,0.219,1,0,TOB1,all
3.7151953640784626e-4,-0.5245676277351632,0.013,0.025,1,0,ADGRD2,all
3.716440490054663e-4,-2.9682843355386517,0,0.006,1,0,RPH3A,all
3.720545876032678e-4,-2.793647519299159,0,0.006,1,0,SHISA8,all
3.7222979269138277e-4,-0.40127644860943823,0.024,0.04,1,0,PISD,all
3.726437069116633e-4,4.689931699893003,0.002,0,1,0,FGFBP1,all
3.726472042712497e-4,-0.1307109717932904,0.157,0.195,1,0,AMD1,all
3.726666202768876e-4,-0.2520612182536781,0.028,0.044,1,0,ZC3H4,all
3.72669705536332e-4,-0.3547651540715777,0.025,0.04,1,0,MPI,all
3.731928231937244e-4,-0.0783589241993734,0.432,0.502,1,0,TMBIM6,all
3.751638447819133e-4,1.8862795357582716,0.002,0,1,0,PLA2G10,all
3.7657308748245786e-4,-0.8910958146431254,0.009,0.019,1,0,C1R,all
3.77816215200487e-4,-1.1737292790848253,0.005,0.014,1,0,ARF4-AS1,all
3.789323921948073e-4,0.06634545085400223,0.997,0.999,1,0,MT-CO3,all
3.7917624696581065e-4,0.5198113868177509,0.198,0.175,1,0,MLLT6,all
3.800372792980077e-4,-0.5734063741745135,0.014,0.026,1,0,TRPM6,all
3.808395119794671e-4,-1.188811729369439,0.007,0.016,1,0,SMYD5,all
3.821328930630719e-4,0.4608283022221232,0.203,0.182,1,0,VPS13C,all
3.8237086276491755e-4,-1.1394305269411715,0.004,0.012,1,0,IGFLR1,all
3.824766242024808e-4,-0.11704814730652169,0.087,0.114,1,0,CEP350,all
3.835718281655841e-4,-0.09537992079435442,0.072,0.097,1,0,TNKS2,all
3.839325259503973e-4,-1.1093295907122682,0.003,0.011,1,0,ZNF768,all
3.8425960552120313e-4,-0.5784855408501595,0.017,0.03,1,0,ZNF134,all
3.848993357296787e-4,-0.5205836390213712,0.009,0.019,1,0,FFAR2,all
3.8765394207680563e-4,0.01563317835275102,0.089,0.118,1,0,SMU1,all
3.879122955468809e-4,-0.22381124383769713,0.041,0.06,1,0,N4BP2,all
3.909604892185394e-4,-0.028758862798008433,0.086,0.114,1,0,GATAD1,all
3.9162149106276216e-4,-0.7478174014092422,0.011,0.022,1,0,TTLL10,all
3.924068096296499e-4,-1.813634343845746,0.008,0.018,1,0,IFI27,all
3.946955335955471e-4,-0.1298002885542313,0.133,0.167,1,0,C17orf62,all
3.957497262538074e-4,-0.2738468911490317,0.046,0.066,1,0,USP49,all
3.9703445211721454e-4,-0.38561370969787134,0.017,0.03,1,0,SOGA1,all
3.970359842818848e-4,-0.24151369951676882,0.017,0.031,1,0,PRRG4,all
3.975433839666273e-4,-1.6981786718827623,0.003,0.01,1,0,CIART,all
3.993308053417421e-4,-0.04392154711460483,0.098,0.128,1,0,KCNJ3,all
3.994765379077288e-4,-2.38957799992495,0.001,0.007,1,0,MITF,all
3.997280744466289e-4,-0.2315750765784892,0.038,0.057,1,0,SETD3,all
3.9986369436471674e-4,-2.3412192676269354,0.001,0.007,1,0,DBNDD1,all
4.0122626442159055e-4,0.6366293673880137,0.119,0.099,1,0,DTD1,all
4.015484500416655e-4,-0.12257718771307946,0.069,0.093,1,0,DDX42,all
4.016322747691757e-4,-5.342693950009044,0,0.005,1,0,APOBEC3B,all
4.016322757230566e-4,-5.476804821687262,0,0.005,1,0,VNN3,all
4.016322757230566e-4,-4.730012906080127,0,0.005,1,0,P2RY6,all
4.016322757230566e-4,-4.998361307057938,0,0.005,1,0,AIFM3,all
4.016322757230566e-4,-5.163359353701263,0,0.005,1,0,RP3-473L9.4,all
4.0201470654869717e-4,-0.6365332089541602,0.015,0.028,1,0,RP11-442H21.2,all
4.023316365096406e-4,-1.3076433296943968,0.003,0.01,1,0,EPHB2,all
4.0238323083320517e-4,-1.0947809971553397,0.01,0.021,1,0,ZNF17,all
4.026652569549844e-4,1.9217959221809187,0.005,0.001,1,0,UNC45B,all
4.036106155020988e-4,-0.1754852637242159,0.032,0.049,1,0,RPGR,all
4.039412831449598e-4,1.9856270330637553,0.005,0.001,1,0,CTB-25B13.9,all
4.058200301123677e-4,-0.23755557698279617,0.031,0.048,1,0,TRAF3IP2,all
4.064873134808836e-4,0.6087345211321193,0.089,0.07,1,0,GCLM,all
4.081630858923427e-4,-1.3120537266859227,0.005,0.013,1,0,RP3-333H23.8,all
4.0830833888486876e-4,-0.03182612767160664,0.142,0.178,1,0,PIAS1,all
4.086381511563576e-4,-0.43692800023017275,0.019,0.033,1,0,TLR7,all
4.0912413028223435e-4,0.7187245163813838,0.044,0.03,1,0,SLC25A4,all
4.104059738766941e-4,-1.889038655111845,0.002,0.009,1,0,ZBTB32,all
4.1087273891167025e-4,0.8673359122481559,0.025,0.015,1,0,ADHFE1,all
4.1136399733652265e-4,-0.04358180901436626,0.067,0.092,1,0,CSNK2A1,all
4.116859749624779e-4,-0.3727937272659778,0.019,0.033,1,0,PBX3,all
4.1514578197724523e-4,-2.144188076350133,0.002,0.008,1,0,SIPA1L2,all
4.153424370310721e-4,0.6267722361028631,0.095,0.075,1,0,ELP6,all
4.1565182593535874e-4,-0.02750299190968526,0.235,0.288,1,0,BNIP2,all
4.1603028633138646e-4,0.8753882740012418,0.029,0.018,1,0,DTHD1,all
4.1689960831253433e-4,-0.5421707534671061,0.012,0.023,1,0,BAIAP2-AS1,all
4.1695254052776605e-4,-0.2660837188888263,0.045,0.065,1,0,USP25,all
4.176210294211636e-4,-0.19633191109855974,0.059,0.081,1,0,TMEM19,all
4.1922136550865557e-4,-0.539793423833463,0.019,0.033,1,0,LACTB2,all
4.1931078052928725e-4,1.4900609432681273,0.014,0.007,1,0,ZNF490,all
4.206329223666077e-4,-0.1597379182594687,0.037,0.055,1,0,PITPNA,all
4.2069019879402176e-4,-0.22058847142264426,0.036,0.054,1,0,DHRSX,all
4.2079181773913124e-4,-0.49491017369984336,0.016,0.029,1,0,ACOT11,all
4.211450130912208e-4,-0.1229855868573182,0.09,0.117,1,0,ZNF451,all
4.219770512684379e-4,0.6524951526123957,0.085,0.066,1,0,ANKRD39,all
4.2287818637839705e-4,-1.6519527225481507,0.002,0.009,1,0,PCDHB14,all
4.2589756980459056e-4,-1.0320987621077746,0.005,0.013,1,0,GPRASP1,all
4.2625949999908246e-4,-0.37193812510058377,0.04,0.058,1,0,TTF2,all
4.2972071522005454e-4,1.1035977730272526,0.012,0.006,1,0,CTB-55O6.8,all
4.30764990228055e-4,-0.6362716999726841,0.009,0.019,1,0,HYI,all
4.3191821128187404e-4,-0.27223915834393697,0.03,0.047,1,0,MICU1,all
4.3208128678299385e-4,-3.641878273840806,0,0.006,1,0,AC020571.3,all
4.321887936188064e-4,-1.1816625117255635,0.006,0.015,1,0,RP11-728G15.1,all
4.322721471756778e-4,-0.7351883084322681,0.01,0.021,1,0,RP11-445O16.3,all
4.326539652009524e-4,-3.626586410884615,0,0.006,1,0,CEACAM3,all
4.3351431593649135e-4,-3.2663888578010427,0,0.006,1,0,LINC00482,all
4.3448485380603185e-4,-0.20976218397583768,0.045,0.064,1,0,NT5C3B,all
4.355705603310596e-4,0.4782587267076975,0.185,0.164,1,0,MPC2,all
4.3568262882818896e-4,-1.1659383198959707,0.006,0.015,1,0,AP1AR,all
4.35919494390587e-4,-0.2799134628667108,0.032,0.049,1,0,LARP4B,all
4.362782429218917e-4,-0.5663670936052063,0.014,0.025,1,0,MTM1,all
4.3675261809456874e-4,-0.8744447371409485,0.031,0.047,1,0,MYOM2,all
4.373050369226845e-4,-0.1385927365594668,0.062,0.084,1,0,MRS2,all
4.390782126437573e-4,-0.0628471958899568,0.052,0.073,1,0,PSMB5,all
4.4080165472468327e-4,-1.1412711053350373,0.004,0.012,1,0,EDA,all
4.4087704022807613e-4,-0.8049200939384562,0.006,0.015,1,0,CTB-193M12.5,all
4.424315538477695e-4,-0.7318682645493215,0.003,0.01,1,0,UGGT2,all
4.427047455751455e-4,-0.6957555412815992,0.012,0.023,1,0,HAND2-AS1,all
4.429654113199169e-4,-0.9621857622446504,0.006,0.015,1,0,LINC00971,all
4.433247408498355e-4,-0.8520901469656961,0.005,0.014,1,0,SOWAHC,all
4.449998424312143e-4,-0.9571994754672097,0.007,0.016,1,0,LRRC8E,all
4.458051444558515e-4,-0.10184022994723874,0.035,0.053,1,0,CECR5,all
4.470903016884646e-4,-0.059008162712622436,0.04,0.059,1,0,LIMD1,all
4.5075480810614476e-4,-0.6099573460626786,0.015,0.027,1,0,CTD-2306M5.1,all
4.5092087755778615e-4,-0.3667129829890343,0.033,0.05,1,0,RP11-488L18.10,all
4.512340922755329e-4,1.2382173209157403,0.019,0.011,1,0,CTC-232P5.1,all
4.5435242350838335e-4,-0.1093793024211942,0.063,0.086,1,0,PSMG4,all
4.546232846610222e-4,0.3918492495044447,0.227,0.205,1,0,RNF125,all
4.5463465203209865e-4,-0.03737797330977677,0.069,0.094,1,0,RCC2,all
4.5612213977894487e-4,-0.15614645850209286,0.101,0.13,1,0,ARID1A,all
4.5626946127117434e-4,-0.16723151521118673,0.044,0.064,1,0,ZNF37A,all
4.5652469139583445e-4,-0.5213446729132598,0.011,0.022,1,0,TBL2,all
4.5739878947061884e-4,1.3648671619420538,0.01,0.004,1,0,TRBV14,all
