p,avg_Log2FC,pct.1,pct.2,p_adj,cluster_my,symbol,group
1.2592011037869595e-50,-3.509151552056802,0.028,0.185,2.538171664903374e-46,2,IFITM1,all
1.524686662018492e-50,2.131562659057132,0.106,0.027,3.073310904630674e-46,2,PLEKHG2,all
2.529475152075491e-50,2.792838390391494,0.06,0.009,5.098663064038567e-46,2,SPHK1,all
2.7855682140781626e-50,-2.521316945559966,0.045,0.21,5.614869849117352e-46,2,PTPN4,all
2.9171070957697596e-50,-3.354617473596392,0.027,0.183,5.880012772943104e-46,2,ARID5B,all
4.1465022769184017e-50,1.0490372880192527,0.392,0.221,8.358104639584423e-46,2,CANX,all
5.546052879779134e-50,1.8680996080507741,0.119,0.033,1.11791787897708e-45,2,RNF24,all
6.483104352128823e-50,4.095804488645198,0.037,0.002,1.3067993442586069e-45,2,ZCCHC24,all
7.004933421202104e-50,2.0675956385560004,0.09,0.02,1.411984429711708e-45,2,ENG,all
7.023923765907669e-50,-1.386739908356848,0.181,0.368,1.415812313494009e-45,2,FAM107B,all
7.351925861850698e-50,1.1959509958101915,0.36,0.193,1.481927695973245e-45,2,CKLF,all
8.595185825986499e-50,-1.2923822613064746,0.189,0.383,1.7325316069440986e-45,2,ATM,all
8.993225900491165e-50,1.9610007496203128,0.125,0.036,1.812764544762004e-45,2,SESTD1,all
9.394709347285154e-50,-2.298060625759085,0.06,0.23,1.8936915631322683e-45,2,RNF125,all
1.060898854252407e-49,-3.8148821491378873,0.011,0.158,2.1384538205165767e-45,2,CD27,all
1.0956741784282203e-49,1.7489791219625714,0.191,0.073,2.2085504414577635e-45,2,TMEM107,all
1.1530085317959878e-49,-4.199894035814947,0.007,0.151,2.3241192975411725e-45,2,BEX2,all
1.7656743358866297e-49,3.3024508718736643,0.057,0.008,3.559069758846679e-45,2,PDK4,all
1.7859564412149566e-49,3.0000513002898974,0.071,0.013,3.5999523985569884e-45,2,TPPP3,all
1.7869558123496826e-49,3.633626178716248,0.057,0.008,3.601966830953255e-45,2,ZSWIM4,all
1.944803304758435e-49,1.5735999623308432,0.187,0.07,3.9201400214015774e-45,2,ARHGAP27,all
1.954574173472817e-49,3.0714433691025524,0.062,0.009,3.9398351614691574e-45,2,CPNE8,all
2.1174488268537268e-49,2.934996202249433,0.073,0.014,4.268141600289057e-45,2,RILP,all
2.2860399656853412e-49,4.263448356483549,0.031,0.001,4.6079707588319425e-45,2,TMEM51,all
2.6007674684141483e-49,2.1904097761314647,0.108,0.028,5.2423669860823987e-45,2,SNX30,all
2.878012285960234e-49,3.8879144319566854,0.043,0.004,5.801209364810043e-45,2,DLG4,all
3.591980804334969e-49,1.2957389269620712,0.312,0.159,7.240355707297997e-45,2,USP3,all
4.5239820605887106e-49,2.9980455169669145,0.06,0.009,9.118990639528664e-45,2,PTGS1,all
4.525516926476031e-49,-3.489660424416886,0.021,0.172,9.122084468697736e-45,2,CCL4,all
4.6120550632154494e-49,-3.1738922436515606,0.026,0.18,9.296519390923381e-45,2,TSEN54,all
5.302210537557258e-49,4.140202813221462,0.036,0.002,1.0687665780554166e-44,2,LDLRAD3,all
5.546389045140175e-49,1.662432900074645,0.148,0.048,1.117985639828905e-44,2,COLGALT1,all
6.0451445424161095e-49,-1.3557062116661602,0.175,0.367,1.2185197854148152e-44,2,TRAF3IP3,all
8.149141050596025e-49,2.5099878011876924,0.083,0.017,1.6426223615686408e-44,2,SERPINB8,all
9.661397552796863e-49,1.948756640278341,0.112,0.03,1.9474479047172636e-44,2,ARRB1,all
1.3434140147485795e-48,-2.834676279563199,0.034,0.191,2.707919629528712e-44,2,PYHIN1,all
1.4527043638131925e-48,1.6495219282797784,0.147,0.048,2.928216186138252e-44,2,AGO4,all
2.1543958193017703e-48,3.7876133241242322,0.038,0.003,4.342615652966578e-44,2,UBTD1,all
2.6889553011888713e-48,2.315719479969485,0.088,0.019,5.420127200606408e-44,2,SAMD4A,all
2.762234121380879e-48,2.748750095971358,0.061,0.009,5.567835318467438e-44,2,CCR2,all
2.8782651591706074e-48,4.713841053156043,0.031,0.001,5.801719081340194e-44,2,RP11-365P13.5,all
2.9805745565101224e-48,5.841017835723647,0.027,0.001,6.007944133557453e-44,2,PTX3,all
3.0361451592628357e-48,1.07928854496325,0.357,0.19,6.119957797526098e-44,2,RBPJ,all
3.0620463365596375e-48,-0.2929528940685868,0.987,0.996,6.172166800603261e-44,2,PTMA,all
3.169880293662699e-48,1.5936676089158455,0.211,0.087,6.389527707935902e-44,2,MX2,all
3.760624123810232e-48,2.1529539356937466,0.106,0.028,7.580290046364284e-44,2,TTC7A,all
3.9619824817442856e-48,0.9403626158613458,0.501,0.326,7.986168088451956e-44,2,AHNAK,all
4.254978058684264e-48,2.178609143842478,0.085,0.018,8.576759272889871e-44,2,PELI2,all
4.392490512594302e-48,3.849140292550227,0.039,0.003,8.853943126236334e-44,2,FLVCR2,all
5.297698126106624e-48,-3.93911463948674,0.014,0.157,1.0678570112793122e-43,2,GATA3,all
5.922753404774608e-48,4.823949368802282,0.03,0.001,1.193849403800418e-43,2,CCDC149,all
6.191980603631484e-48,1.1697149251418686,0.27,0.125,1.2481175302739983e-43,2,ADAM17,all
6.925952988266228e-48,1.1580170976697914,0.334,0.176,1.3960643438448236e-43,2,MYO9B,all
8.350860938618234e-48,0.2842213353448493,0.998,0.996,1.6832830393972774e-43,2,MT-CO2,all
9.147454915255979e-48,1.412793273022249,0.28,0.136,1.8438524872681477e-43,2,PARP14,all
1.178420530221161e-47,1.2685099328647624,0.298,0.149,2.3753422627667944e-43,2,KMT2C,all
1.281415930190586e-47,1.6195308087062665,0.183,0.07,2.582950090485164e-43,2,FAM91A1,all
1.3019861621190025e-47,2.383643099537106,0.075,0.015,2.6244135069832734e-43,2,SLC27A1,all
1.637774946839848e-47,2.0021894834024536,0.115,0.032,3.301262960345082e-43,2,S1PR3,all
1.6394948453102089e-47,4.789655456844263,0.031,0.002,3.304729759691788e-43,2,EGR3,all
1.8193547179180793e-47,4.611412118532062,0.037,0.003,3.667273304907473e-43,2,SERPING1,all
1.8433964511387571e-47,1.0729814287723825,0.371,0.205,3.715734226560393e-43,2,TLE4,all
1.8887775079030477e-47,1.5975783659911929,0.179,0.067,3.807208822680173e-43,2,RREB1,all
1.993252896455888e-47,3.432530317417786,0.046,0.005,4.017799863386133e-43,2,RP11-67L2.2,all
2.2317578708197643e-47,5.079435702710436,0.028,0.001,4.498554340211399e-43,2,GPR34,all
2.2524784057393494e-47,-0.7994441387509579,0.527,0.635,4.540320722448806e-43,2,RPS4Y1,all
2.3337624192206324e-47,1.646326857636754,0.151,0.051,4.704164908423029e-43,2,ADAP1,all
2.4549251958822344e-47,2.2784566972255718,0.09,0.021,4.94839271733982e-43,2,TBC1D9,all
2.744775020142809e-47,2.481781245928801,0.077,0.015,5.532643008101861e-43,2,KIAA0513,all
3.135091687728767e-47,0.3438562197612973,0.642,0.438,6.319404314954876e-43,2,JUND,all
3.2986850654318887e-47,-0.2622182837613565,0.985,0.993,6.649159486391058e-43,2,FAU,all
3.543654567127591e-47,1.29306606105197,0.265,0.123,7.142944510959085e-43,2,RIN3,all
3.766412488237682e-47,0.8352207597626001,0.594,0.437,7.591957652540695e-43,2,COX7B,all
4.090925520442133e-47,-2.8805171152168048,0.028,0.18,8.246078571555208e-43,2,FCMR,all
4.110829603927747e-47,1.255758150821272,0.268,0.126,8.28619923263716e-43,2,HADHB,all
5.989378854552077e-47,1.0902240589699062,0.4,0.233,1.2072790957120622e-42,2,ENY2,all
7.356419998765034e-47,-2.4740199933322224,0.045,0.202,1.482833579151068e-42,2,RP11-138A9.2,all
1.2707630310787662e-46,-1.8408373167973,0.156,0.33,2.5614770417454692e-42,2,DUSP2,all
1.4946268387820407e-46,1.302046692286273,0.264,0.124,3.0127193189329597e-42,2,LINC00657,all
1.8739770207789655e-46,-1.766538250586807,0.12,0.297,3.7773754807841606e-42,2,GIMAP7,all
2.0149271934603646e-46,-2.210097541220238,0.053,0.212,4.061488743858057e-42,2,PHF1,all
2.069001765708735e-46,2.6122729634029644,0.066,0.012,4.1704868591390974e-42,2,RIN1,all
2.1455911154430184e-46,-2.2168300708925464,0.057,0.217,4.3248680113984924e-42,2,PPP3CC,all
2.4788178546144778e-46,0.8008454240320572,0.533,0.368,4.996553149546403e-42,2,MSN,all
2.4931193304855283e-46,1.6240605080991724,0.162,0.058,5.0253806344596793e-42,2,AGPAT2,all
3.050959766192117e-46,1.0863130088397064,0.326,0.168,6.14981960071345e-42,2,RILPL2,all
3.1902237528877144e-46,1.6838498510450401,0.156,0.054,6.430534018695766e-42,2,TRIOBP,all
4.15995000388256e-46,1.6389125239785016,0.129,0.039,8.385211222826076e-42,2,PLXND1,all
5.112197607002728e-46,1.358194258558804,0.174,0.064,1.0304656716435399e-41,2,LYL1,all
5.115612871749819e-46,1.5425620564513665,0.165,0.06,1.031154086558611e-41,2,TSEN34,all
8.927185434110452e-46,5.232193757630737,0.03,0.001,1.7994527679536439e-41,2,VNN1,all
1.2451673902241738e-45,1.4059739296279357,0.203,0.083,2.5098839084748673e-41,2,PLIN3,all
1.4696099808087727e-45,1.6358768066535754,0.152,0.053,2.962292838316243e-41,2,ATP6V0A1,all
1.571171442563571e-45,-0.32010571130514975,0.974,0.989,3.1670102767753905e-41,2,RPL8,all
2.073056164151624e-45,1.1021170079303575,0.489,0.329,4.1786593100804285e-41,2,TUBA1A,all
2.1609474032720882e-45,-1.0091389344181614,0.298,0.48,4.3558216807755484e-41,2,C9orf78,all
2.352648311721225e-45,-3.9826279234037836,0.016,0.153,4.742233201936473e-41,2,RASGRP1,all
2.857277833916145e-45,1.0573397162333906,0.102,0.027,5.759414929824773e-41,2,MAP3K7CL,all
2.8911318192026935e-45,-0.8850284128797196,0.345,0.524,5.827654407966869e-41,2,KMT2E,all
3.106776678381968e-45,1.741058106229808,0.113,0.032,6.262329750614533e-41,2,HAVCR2,all
3.8126502922516063e-45,2.7628181552825457,0.063,0.011,7.685159194091563e-41,2,MAML3,all
4.1169782940536914e-45,1.8198378283102707,0.144,0.049,8.298593147324026e-41,2,ULK1,all
4.892278344571978e-45,0.7571236839754186,0.596,0.435,9.861365459153737e-41,2,ATP6V0E1,all
5.07349675197782e-45,-1.4707757189108306,0.165,0.338,1.0226647402961692e-40,2,PDCD4,all
7.535335175218821e-45,3.3340154731298917,0.04,0.004,1.5188975112688577e-40,2,CYP1B1-AS1,all
7.715594335674747e-45,1.383274625632429,0.205,0.085,1.5552323502419588e-40,2,MAPKAPK3,all
8.113794946188047e-45,1.9676981665353608,0.131,0.042,1.6354976473031248e-40,2,FUOM,all
1.0466403277546551e-44,-2.0696720285183177,0.073,0.231,2.1097129086550584e-40,2,NSMCE3,all
1.0646907632570693e-44,4.828705976390168,0.028,0.001,2.1460971714972746e-40,2,DSC2,all
1.139195436541891e-44,1.504125800367945,0.178,0.068,2.2962762414374893e-40,2,TOM1,all
1.392521985775454e-44,1.3281892883298276,0.246,0.113,2.8069065667275826e-40,2,EIF4EBP2,all
2.0050406273733615e-44,2.454427338037767,0.08,0.018,4.0415603925964846e-40,2,INSR,all
2.0107952205946546e-44,0.4664299869966655,0.873,0.807,4.053159926152645e-40,2,ATP5L,all
2.177820764350247e-44,2.4994578761455157,0.078,0.017,4.3898333147007925e-40,2,CHSY1,all
2.4100515661766565e-44,2.618947734344924,0.06,0.01,4.8579409419422865e-40,2,PADI4,all
2.670414864995914e-44,-4.7645392931661785,0.008,0.138,5.3827552433722636e-40,2,SH2D1A,all
2.6872039710934376e-44,-1.5744658652548682,0.127,0.3,5.4165970445330425e-40,2,MPHOSPH8,all
3.752937125758879e-44,-1.3681121705609924,0.16,0.335,7.564795364392173e-40,2,MGAT4A,all
3.861540817040493e-44,4.0350609461274765,0.043,0.005,7.783707824908522e-40,2,LINC01503,all
4.4575220733558305e-44,2.0604091385988346,0.104,0.029,8.985027243263347e-40,2,CMPK2,all
8.191957307503464e-44,3.0999859614185086,0.065,0.012,1.6512528344734733e-39,2,STAC3,all
8.609087123794948e-44,1.830563566982319,0.107,0.03,1.7353336915433476e-39,2,ATG7,all
8.630763186274134e-44,1.419505085103485,0.154,0.054,1.739702935457277e-39,2,DOCK5,all
9.824965769788635e-44,-3.266705948269042,0.041,0.187,1.980418350216295e-39,2,CD79B,all
1.0088421006926304e-43,-4.091644431961731,0.027,0.165,2.0335230223661353e-39,2,MS4A1,all
1.0881622086666889e-43,2.0233529397390733,0.094,0.024,2.1934085640094447e-39,2,AP5B1,all
1.4037646067786784e-43,1.69484429249797,0.173,0.068,2.829568317883782e-39,2,DENND5A,all
1.4543451196780315e-43,4.37982956883193,0.031,0.002,2.931523457735008e-39,2,RP11-443B7.1,all
1.6746981999770114e-43,-3.1331539479641473,0.02,0.156,3.375689161693662e-39,2,CAMK4,all
1.7342006295820083e-43,-2.4335822066209167,0.048,0.197,3.495628209048454e-39,2,FKBP11,all
1.7573592044802394e-43,0.837616637251368,0.519,0.352,3.5423089484708185e-39,2,RHOG,all
2.190282349664149e-43,-1.0652702352778989,0.228,0.407,4.4149521322180253e-39,2,CD47,all
3.2005642060569874e-43,1.701887541999293,0.125,0.039,6.45137727014907e-39,2,MAPK6,all
3.445926149710441e-43,-2.634893011589371,0.036,0.179,6.945953339971336e-39,2,OFD1,all
3.5485859252051086e-43,4.168166902065985,0.036,0.003,7.152884649435937e-39,2,NDST1,all
3.682018744358148e-43,4.593367551546726,0.032,0.002,7.421845183002719e-39,2,CHST13,all
3.756894935219549e-43,0.9686592404436187,0.455,0.296,7.572773120922046e-39,2,DDX3X,all
4.118494574847545e-43,2.9709648040855208,0.051,0.007,8.301649514520196e-39,2,MFSD7,all
4.693338986625668e-43,-0.8241804063682105,0.336,0.517,9.460363395341359e-39,2,STK4,all
5.664089457689269e-43,1.3349154617090329,0.238,0.11,1.141710511986426e-38,2,ADAM10,all
6.389953165447168e-43,1.3590733709144946,0.205,0.087,1.2880228595591855e-38,2,DICER1,all
8.55002797498927e-43,-3.2765902753796623,0.019,0.154,1.723429138918587e-38,2,CCR7,all
8.706873544893706e-43,1.699225056330566,0.146,0.052,1.7550445004442243e-38,2,NPTN,all
9.650298174812221e-43,1.0633383563894498,0.358,0.203,1.9452106030968995e-38,2,CLTA,all
1.0669615322517104e-42,1.9632840711006783,0.107,0.031,2.1506743605597726e-38,2,FKBP1C,all
1.1059334419232313e-42,-1.583072704208248,0.159,0.323,2.2292300388846572e-38,2,PIP4K2A,all
1.1076576857516986e-42,-0.2552140970052932,0.993,0.998,2.232705597169699e-38,2,RPS15,all
1.1949484907261541e-42,1.3022115026679588,0.219,0.096,2.408657672756709e-38,2,KIAA1033,all
1.7110006819751853e-42,1.2588852191426496,0.257,0.124,3.4488640746573813e-38,2,LIPA,all
1.9543350043427455e-42,5.623450507061402,0.025,0.001,3.939353068253672e-38,2,NEBL,all
2.118144245685254e-42,-1.9329552008282158,0.082,0.238,4.2695433560277666e-38,2,SYTL1,all
2.196534866223864e-42,0.7102178831356891,0.617,0.463,4.4275553298474427e-38,2,COX8A,all
2.3396206114849827e-42,2.8390988290839405,0.058,0.01,4.715973266570279e-38,2,VASH1,all
3.230421377342082e-42,1.532219779657184,0.172,0.067,6.511560370308436e-38,2,CEBPG,all
3.850070050934584e-42,0.901931923124311,0.447,0.28,7.760586201668841e-38,2,BLOC1S1,all
4.1476579498767325e-42,-3.743564843673193,0.01,0.137,8.36043412956653e-38,2,NCR3,all
4.633137496524627e-42,1.7218770686798672,0.11,0.032,9.33901525174469e-38,2,CAMKK2,all
4.771243023530161e-42,3.8737165464548937,0.037,0.003,9.617394562529746e-38,2,RP11-22N19.2,all
4.868664815878134e-42,-3.9293819540597505,0.007,0.131,9.813767669365554e-38,2,CD5,all
5.603337244648889e-42,-0.9103649555432529,0.463,0.593,1.1294646884038766e-37,2,CD99,all
5.6615919459571453e-42,1.2491876085670222,0.262,0.129,1.1412070885465818e-37,2,H2AFJ,all
6.856407339690363e-42,5.2045419423016694,0.028,0.002,1.3820460274613864e-37,2,RNF217,all
7.939304969740347e-42,-0.4131308679835901,0.775,0.886,1.6003257027505618e-37,2,DDX5,all
8.033496144550278e-42,-0.8827377676164133,0.282,0.464,1.6193118178569996e-37,2,SNRPB,all
9.135627212730287e-42,1.089271259546569,0.395,0.241,1.841468377270044e-37,2,TMEM219,all
9.725682832330661e-42,2.4546788344034627,0.047,0.006,1.960405888512891e-37,2,PLD1,all
1.0100373074343673e-41,-0.6075588143312043,0.512,0.688,2.035932200595454e-37,2,PPDPF,all
1.051828182229553e-41,1.1479193514778256,0.25,0.117,2.12017006692011e-37,2,CMIP,all
1.0615705048488231e-41,1.2932840674044317,0.238,0.111,2.139807666623773e-37,2,PLEKHB2,all
1.0703074853897936e-41,1.7615097810185938,0.108,0.032,2.157418798300207e-37,2,INPPL1,all
1.384259276173421e-41,4.100533312172685,0.036,0.003,2.790251422982765e-37,2,TLR5,all
1.473073039922253e-41,0.6755711577036096,0.656,0.527,2.9692733265712854e-37,2,UQCRH,all
1.4886235533998274e-41,2.7261807795644604,0.073,0.016,3.000618496588032e-37,2,TNNI2,all
1.5415075056712403e-41,-1.8410840851588737,0.147,0.302,3.107216679181519e-37,2,PIK3R1,all
1.5457489891512621e-41,0.8825565921877137,0.35,0.195,3.1157662374321993e-37,2,MYADM,all
1.5811015706759967e-41,-1.8531073666940092,0.078,0.233,3.1870264360116066e-37,2,ATF7IP2,all
1.6674171665943698e-41,-1.1822674478164044,0.21,0.384,3.361012782704271e-37,2,TNRC6B,all
1.6973575604741254e-41,-1.3362371093675525,0.187,0.352,3.4213636346476946e-37,2,AAK1,all
1.7103722940433945e-41,1.6940795572327592,0.128,0.042,3.4475974331032704e-37,2,MTHFR,all
1.7683968441910604e-41,1.567609003166509,0.136,0.046,3.5645575188359206e-37,2,SNX27,all
1.92292150644244e-41,1.4390094928223256,0.178,0.071,3.8760328805360266e-37,2,PTTG1IP,all
2.6120973841443997e-41,2.0869798045643964,0.083,0.02,5.265204697219866e-37,2,ZBTB18,all
2.840789210519194e-41,-3.421418800272885,0.016,0.145,5.726178811643539e-37,2,S1PR5,all
2.8443012173211027e-41,1.4231588623040323,0.166,0.064,5.733257963754147e-37,2,TMEM127,all
4.5187570637326287e-41,-1.3667458440925946,0.127,0.297,9.10845861336586e-37,2,PRDX2,all
4.643602528978114e-41,0.6275043087618635,0.616,0.449,9.360109617661184e-37,2,MYO1F,all
6.263273801745362e-41,1.9038284632359028,0.106,0.031,1.2624881002178127e-36,2,LFNG,all
7.516829373682934e-41,2.052295907786045,0.095,0.026,1.515167296853269e-36,2,TIAM1,all
8.760208218409369e-41,0.9072393127046963,0.49,0.331,1.7657951705847765e-36,2,PSMB3,all
1.0155867250514193e-40,3.0598985537175953,0.052,0.008,2.047118161686146e-36,2,TRIQK,all
1.0881552406852458e-40,4.923488381630502,0.023,0.001,2.19339451864925e-36,2,TSHZ3,all
1.1996702104005517e-40,1.2417197666787547,0.197,0.083,2.418175243104392e-36,2,ARF3,all
1.437646642283648e-40,1.570600284667613,0.109,0.032,2.897864336851149e-36,2,PSTPIP2,all
1.6828861448512033e-40,1.9028454093547635,0.099,0.028,3.39219360217657e-36,2,SCARB2,all
1.937952891701376e-40,1.102515300853017,0.279,0.143,3.906331643802464e-36,2,MAP3K2,all
2.12388413126771e-40,2.6986317932577326,0.046,0.006,4.281113243396323e-36,2,SNCA,all
2.1476931424893304e-40,3.46682392285994,0.046,0.006,4.3291050673157435e-36,2,GBGT1,all
2.1809773618375602e-40,-1.6190765387045778,0.157,0.315,4.39619606825597e-36,2,ABHD17A,all
2.464152679876615e-40,-2.172081757161932,0.053,0.196,4.966992556827293e-36,2,ODF2L,all
2.5363768631509175e-40,2.081529813412218,0.101,0.029,5.1125748430533045e-36,2,SPIDR,all
3.4179089253371213e-40,1.401285178790808,0.219,0.1,6.889479020802035e-36,2,PRKAG2,all
3.953737680593492e-40,-2.740241966327981,0.025,0.156,7.969549042772303e-36,2,PIM2,all
4.038005147736812e-40,1.5529723332778789,0.133,0.046,8.139406976293092e-36,2,SLC36A4,all
4.6258949975626e-40,-1.0540697269943817,0.233,0.404,9.324416546586933e-36,2,CCDC12,all
4.724378602524693e-40,1.470282839459905,0.147,0.054,9.522929949109024e-36,2,LILRB1,all
4.935332580399675e-40,-1.3386272769145795,0.112,0.278,9.948149882311624e-36,2,MZT2A,all
5.420395892396246e-40,-1.0842709757744826,0.249,0.415,1.0925892000303113e-35,2,YWHAQ,all
5.655960446104694e-40,1.0246276204502855,0.384,0.229,1.1400719471213233e-35,2,C7orf73,all
6.157527325917719e-40,-2.098352368795049,0.058,0.203,1.2411727830852345e-35,2,APOBEC3G,all
6.33325986923917e-40,1.7203896793124374,0.121,0.04,1.2765951918425396e-35,2,OAS3,all
6.518590939681746e-40,1.854630136721291,0.103,0.03,1.3139523757116495e-35,2,SPOPL,all
7.019306830440779e-40,1.757864104582778,0.122,0.04,1.414881677811948e-35,2,RASGEF1B,all
7.843242357164192e-40,3.113445687201594,0.048,0.007,1.580962361933586e-35,2,RP11-670E13.6,all
8.760961699114926e-40,1.512876917428491,0.149,0.055,1.7659470496905956e-35,2,RPS6KA4,all
8.984768861499511e-40,-0.9738734328106736,0.335,0.498,1.8110598594124565e-35,2,CALR,all
9.015310845520849e-40,1.054572084970796,0.305,0.162,1.8172162071316375e-35,2,PTEN,all
9.393681895668734e-40,5.664348197257128,0.024,0.001,1.8934844597099469e-35,2,RP11-977B10.2,all
1.1292620404860348e-39,-4.006906002194479,0.011,0.131,2.2762534950077005e-35,2,C1orf21,all
1.2289321254248584e-39,-0.3419445800941081,0.919,0.962,2.477158485218887e-35,2,RPL22,all
1.4595199593083404e-39,1.3092352683755117,0.186,0.078,2.9419543819778217e-35,2,MYD88,all
1.6577930596234665e-39,0.7893792592786943,0.512,0.346,3.341613470283021e-35,2,ARPC5,all
2.798643142587363e-39,-3.899221622850205,0.013,0.133,5.641224982513348e-35,2,SH2D2A,all
3.0519388972771856e-39,1.135127629709757,0.33,0.185,6.151793235241623e-35,2,SLC25A37,all
3.144915941475101e-39,4.136529488502844,0.026,0.001,6.339207063231361e-35,2,FBN2,all
3.9708329078962325e-39,1.2311123450480577,0.253,0.125,8.004007892446436e-35,2,TMEM14C,all
5.141055636652077e-39,-1.4857493921395486,0.105,0.262,1.0362825846799591e-34,2,SNHG7,all
5.377786743860367e-39,2.4426999334594903,0.063,0.013,1.084000473959934e-34,2,FUT4,all
6.115514829733564e-39,5.182599511415167,0.025,0.001,1.2327043242293943e-34,2,CDC42EP1,all
6.640834082565073e-39,-0.9163048876231025,0.273,0.443,1.3385929260226417e-34,2,C11orf58,all
7.074803811498832e-39,-3.2675537742577427,0.019,0.142,1.4260682042838195e-34,2,TC2N,all
7.462285256800168e-39,1.610491969714564,0.122,0.041,1.50417283921321e-34,2,PITPNA,all
7.647167777210022e-39,1.7915488926472782,0.103,0.031,1.5414396088522242e-34,2,TRIM25,all
1.0624133717742493e-38,-1.0458485950794683,0.243,0.406,2.1415066334853542e-34,2,ARID4B,all
1.1623080748056604e-38,2.8273910748630113,0.053,0.009,2.34286438638577e-34,2,TM6SF1,all
1.3183080616426774e-38,-0.9631080024858807,0.283,0.448,2.6573135598531447e-34,2,POLR2J3,all
1.3771313008690294e-38,1.5557025727406162,0.121,0.04,2.7758835631617027e-34,2,FNDC3B,all
1.4535578917857599e-38,4.63989519191065,0.024,0.001,2.9299366424725563e-34,2,LRP3,all
1.4636978106401254e-38,-1.685576611789822,0.095,0.245,2.950375676907301e-34,2,SRSF8,all
1.6109531775718606e-38,-1.6613225450529627,0.114,0.268,3.2471983200315995e-34,2,TUBA4A,all
1.6877625279856097e-38,3.090759120757698,0.043,0.006,3.4020229276605936e-34,2,VPS37C,all
1.8722982652267048e-38,0.7512993925097421,0.562,0.408,3.7739916132174687e-34,2,BRK1,all
1.904507302486602e-38,-1.762827842459125,0.065,0.209,3.8389153696222437e-34,2,RCN2,all
1.9940316010412754e-38,0.9694622699033373,0.446,0.298,4.019369498218899e-34,2,ATP6AP2,all
2.032132069986424e-38,-1.4563492466775587,0.136,0.293,4.096168613471635e-34,2,ARPC5L,all
2.0710860395775325e-38,-3.586626715157946,0.017,0.138,4.1746881299764324e-34,2,KLRG1,all
2.4737729966837293e-38,-4.202368970568951,0.009,0.125,4.986384229415393e-34,2,PLEKHF1,all
2.64007538412725e-38,1.817730686053104,0.092,0.025,5.321599951785298e-34,2,CMB9-22P13.1,all
2.750844012946297e-38,2.0986144389024015,0.078,0.019,5.54487627689585e-34,2,PRKAG2-AS1,all
3.9185367922588775e-38,-2.325231297957721,0.035,0.166,7.89859461215622e-34,2,ITK,all
3.9377390864770415e-38,0.7682239125065957,0.518,0.363,7.937300676611773e-34,2,CAST,all
3.982349500840749e-38,-1.2864307524813827,0.149,0.309,8.027221888844698e-34,2,NDUFA5,all
4.35857054714207e-38,-1.5883837883322964,0.112,0.266,8.785570651874271e-34,2,DNAJB1,all
5.425160336695948e-38,1.4509337836561036,0.17,0.07,1.0935495690678022e-33,2,SNN,all
5.645470892814262e-38,1.3078719203687652,0.191,0.083,1.137957567864571e-33,2,RNPEP,all
5.661932737985482e-38,0.27668313579061365,0.992,0.993,1.1412757819957336e-33,2,MT-ND4,all
6.936994199445206e-38,-3.0780670064038067,0.034,0.162,1.3982899207821702e-33,2,SPON2,all
7.771292037863753e-38,-2.9900058418359183,0.044,0.176,1.5664593360721966e-33,2,CMC1,all
8.039211591974209e-38,-4.363589935111555,0.016,0.133,1.6204638805942414e-33,2,TRDC,all
8.268447469588023e-38,-1.2254300256216428,0.189,0.35,1.666670956444858e-33,2,C9orf142,all
8.692942860503212e-38,3.0660451445149897,0.042,0.006,1.7522364923916324e-33,2,ARHGEF11,all
8.899517595544695e-38,2.0448939929871215,0.07,0.016,1.793875761733944e-33,2,CHKA,all
9.848009285789134e-38,0.9685310392576525,0.296,0.156,1.985063231736516e-33,2,SLC31A2,all
1.1627438624505686e-37,1.3608974890729693,0.169,0.069,2.3437428035416112e-33,2,KCNK6,all
1.2122199441467083e-37,2.8634294096720176,0.05,0.008,2.44347174141652e-33,2,TBC1D12,all
1.5281659726796967e-37,-0.8664424084604516,0.283,0.451,3.0803241511304645e-33,2,EIF3D,all
1.5740342522233884e-37,0.9748981778170948,0.288,0.15,3.172780842206684e-33,2,BID,all
1.8073988240995697e-37,2.152612307344841,0.065,0.014,3.643173809737503e-33,2,SLC37A2,all
1.9136015300652363e-37,1.547109072111456,0.108,0.034,3.8572466041524966e-33,2,BICD2,all
1.9572741911319895e-37,2.975181340022662,0.052,0.009,3.9452775870647514e-33,2,HES1,all
2.135380416583379e-37,-3.16151009866964,0.021,0.141,4.304286305707117e-33,2,LINC00861,all
2.2462231432080774e-37,3.2959507212061863,0.059,0.012,4.527711989764522e-33,2,UPK3A,all
2.274725194050212e-37,-1.9124015044282132,0.07,0.211,4.585163573647012e-33,2,SYNE1,all
2.4572727875499544e-37,2.2151028948372806,0.067,0.015,4.953124757864443e-33,2,P2RX1,all
2.4828227210556095e-37,-0.6332778058163855,0.391,0.561,5.0046257588317924e-33,2,MZT2B,all
3.1643139513070867e-37,-2.423663457867793,0.033,0.16,6.378307631649694e-33,2,CDC25B,all
3.2970198427555568e-37,1.6309467174062136,0.127,0.044,6.645802897042376e-33,2,SYNE3,all
3.529554989100789e-37,2.216371738786908,0.052,0.009,7.114523991530461e-33,2,TUBB6,all
4.119947252162066e-37,3.6862294181279864,0.034,0.003,8.304577676183077e-33,2,SEPT10,all
4.550024554014151e-37,0.6671100163849324,0.656,0.517,9.171484493526323e-33,2,ATP5D,all
